inv_section,inv_no,inv_title,inv_year,inv_size_mm,inv_technique,site_index,site_category,site_subcategory,site_title,site_date,site_dimensions,site_technique,match,match_score,date_check,dim_check,technique_check
Prints & Graphic Works (1959-2005),255,Sculls in the News,2013,297x420,Digital Print,,,,,,,,unmatched,,,,
Prints & Graphic Works (1959-2005),256,Indian rug with engraved objects,2008,710x530,Digital montage and wood cut,115,Prints,2007-2010,Indian rug with engraved sculpture,2007,710 x 530 mm,"Engraving, Sculpture",probable,0.79,MISMATCH,ok,MISMATCH
Prints & Graphic Works (1959-2005),257,The broken Fence,2008,1280x920,Digital montage and surface print,110,Prints,2007-2010,The broken fence,2007,920 x 1280 mm,Print,exact,1.00,MISMATCH,orientation only,site generic
Prints & Graphic Works (1959-2005),258,Titania Inverted,2012,300x210,Digital print,,,,,,,,unmatched,,,,
Prints & Graphic Works (1959-2005),259,Indian rug with roots and dancer,2012,420x297,Digital montage,,,,,,,,unmatched,,,,
Prints & Graphic Works (1959-2005),260,Hand and Eye coordination,2006,297x210,Digital montage,,,,,,,,unmatched,,,,
Prints & Graphic Works (1959-2005),261,Twigs with Purple Sky,2014,600x800,Digital Montage,,,,,,,,unmatched,,,,
Prints & Graphic Works (1959-2005),262,Grass and Twigs,2008,297x420,Digital montage,,,,,,,,unmatched,,,,
Prints & Graphic Works (1959-2005),263,The Plastic Fence,2014,600x800,Digital Montage,,,,,,,,unmatched,,,,
Prints & Graphic Works (1959-2005),264,Sculls in the News,2014,297x420,Digital Montage,,,,,,,,unmatched,,,,
Prints & Graphic Works (1959-2005),265,The Vine Press,2014,720x520,Digital Montage,,,,,,,,unmatched,,,,
Prints & Graphic Works (1959-2005),262b,To Challenge,2005,650x460,Digital montage & Collage,358,Livres d'artiste,Dartiste,01 To challenge.jpg,2005,650 x 460 mm,Artist's Book,probable,0.86,ok,ok,site generic
Prints & Graphic Works (1959-2005),263b,Chose Life,2005,650x460,Digital montage & Collage,359,Livres d'artiste,Dartiste,02 Choose Life,2005,650 x 460 mm,Artist's Book,probable,0.95,ok,ok,site generic
Prints & Graphic Works (1959-2005),264b,Music turns back clock,2005,600x460,Digital montage & Collage,360,Livres d'artiste,Dartiste,03 Music Turns Back Clock,2005,600 x 460 mm,Artist's Book,probable,1.00,ok,ok,site generic
Prints & Graphic Works (1959-2005),265b,Inspire Dreams (v1),2005,650x600,Digital montage,361,Livres d'artiste,Dartiste,04 Inspire Dreams,2005,650 x 600 mm,Artist's Book,probable,1.00,ok,ok,site generic
Prints & Graphic Works (1959-2005),266b,Inspire Dreams (v2),2005,600x460,Digital montage,,,,,,,,unmatched,,,,
Prints & Graphic Works (1959-2005),267b,Listen to the heart,2005,650x460,Digital montage,363,Livres d'artiste,Dartiste,06 Listen to the Heart,2005,650 x 460 mm,Artist's Book,probable,1.00,ok,ok,site generic
Prints & Graphic Works (1959-2005),268b,Old Master,2005,420x600,Digital montage,,,,,,,,unmatched,,,,
Prints & Graphic Works (1959-2005),269,Just a new Promise,2005,650x460,Digital print,365,Livres d'artiste,Dartiste,08 Just a New Promise,2005,650 x 460 mm,Artist's Book,probable,1.00,ok,ok,site generic
Prints & Graphic Works (1959-2005),270,Cover (Text Messages),2005,297x210,digital print,,,,,,,,unmatched,,,,
Prints & Graphic Works (1959-2005),271,To challenge (Text Messages),2005,297x210,digital print,,,,,,,,unmatched,,,,
Prints & Graphic Works (1959-2005),272,Choose life (Text Messages),2005,297x210,digital print,,,,,,,,unmatched,,,,
Prints & Graphic Works (1959-2005),273,Music turns back clock (Text Messages),2005,297x210,digital print,,,,,,,,unmatched,,,,
Prints & Graphic Works (1959-2005),274,Inspire dreams (Text Messages),2005,297x210,digital print,,,,,,,,unmatched,,,,
Prints & Graphic Works (1959-2005),275,Finding Reasons (Text Messages),2005,297x210,digital print,362,Livres d'artiste,Dartiste,05 Finding reasons,2005,600 x 460 mm,Artist's Book,probable,1.00,ok,MISMATCH,site generic
Prints & Graphic Works (1959-2005),276,Listen to the heart (Text Messages),2005,297x210,digital print,,,,,,,,unmatched,,,,
Prints & Graphic Works (1959-2005),277,Old Master (Text Messages),2005,297x210,digital print,364,Livres d'artiste,Dartiste,07 Old Master 42005,,60 x 620 mm,Artist's Book,probable,0.77,missing on site,MISMATCH,site generic
Prints & Graphic Works (1959-2005),278,Just a new promise (Text Messages),2005,297x210,digital print,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",2,Three youths,1985,200x280,Watercolour and collage,368,Watercolours & Collages,Drawings mythologies 1985,01 Three Youths,1985,200 x 280 mm,"Collage, Drawing, Watercolour",exact,1.00,ok,ok,site generic
"Watercolours, Sketches and Collages",3,Airport beach,1985,200x280,Watercolour and collage,369,Watercolours & Collages,Drawings mythologies 1985,02 Airport Beach,1985,200 x 280 mm,"Collage, Drawing, Watercolour",exact,1.00,ok,ok,site generic
"Watercolours, Sketches and Collages",4,At the well,1985,200x280,Watercolour and collage,370,Watercolours & Collages,Drawings mythologies 1985,03 At the Well,1985,200 x 280 mm,"Collage, Drawing, Watercolour",exact,1.00,ok,ok,site generic
"Watercolours, Sketches and Collages",5,Banter,1985,280x200,Watercolour and collage,371,Watercolours & Collages,Drawings mythologies 1985,03 Banter,1985,200 x 280 mm,"Collage, Drawing, Watercolour",exact,1.00,ok,orientation only,site generic
"Watercolours, Sketches and Collages",6,Elders,1985,200x280,Watercolour and collage,372,Watercolours & Collages,Drawings mythologies 1985,04 Elders,1985,200 x 280 mm,"Collage, Drawing, Watercolour",exact,1.00,ok,ok,site generic
"Watercolours, Sketches and Collages",7,Girls playing beach ball,1985,200x280,Watercolour and collage,373,Watercolours & Collages,Drawings mythologies 1985,05 Girls playing Beachball,1985,200 x 280 mm,"Collage, Drawing, Watercolour",exact,0.98,ok,ok,site generic
"Watercolours, Sketches and Collages",8,Music and dance,1985,200x280,Watercolour and collage,374,Watercolours & Collages,Drawings mythologies 1985,06 Music and Dance,1985,200 x 280 mm,"Collage, Drawing, Watercolour",exact,1.00,ok,ok,site generic
"Watercolours, Sketches and Collages",9,Salome,1985,200x280,Watercolour and collage,375,Watercolours & Collages,Drawings mythologies 1985,07 Salome,1985,200 x 280 mm,"Collage, Drawing, Watercolour",exact,1.00,ok,ok,site generic
"Watercolours, Sketches and Collages",10,Sexy woman,1985,280x200,Watercolour and collage,376,Watercolours & Collages,Drawings mythologies 1985,08 Sexy Woman,1985,280 x 200 mm,"Collage, Drawing, Watercolour",exact,1.00,ok,ok,site generic
"Watercolours, Sketches and Collages",11,The entrance,1985,200x280,Watercolour and collage,377,Watercolours & Collages,Drawings mythologies 1985,09 The Entrance,1985,200 x 280 mm,"Collage, Drawing, Watercolour",exact,1.00,ok,ok,site generic
"Watercolours, Sketches and Collages",12,The Faun,1985,200x280,Watercolour and collage,378,Watercolours & Collages,Drawings mythologies 1985,10 The Faun,1985,200 x 280 mm,"Collage, Drawing, Watercolour",exact,1.00,ok,ok,site generic
"Watercolours, Sketches and Collages",13,The Procession,1985,200x280,Watercolour and collage,379,Watercolours & Collages,Drawings mythologies 1985,11 The Procession,1985,200 x 280 mm,"Collage, Drawing, Watercolour",exact,1.00,ok,ok,site generic
"Watercolours, Sketches and Collages",14,Woman with Bananas,1985,200x280,Watercolour collage,380,Watercolours & Collages,Drawings mythologies 1985,12 Woman with Bananas,1985,200 x 280 mm,"Collage, Drawing, Watercolour",exact,1.00,ok,ok,site generic
"Watercolours, Sketches and Collages",15,Backdrop to Arungabad,2007,380x520,watercolour,408,Watercolours & Collages,India small,Backdrop Aurangabad,,380 x 520 mm,"Collage, Watercolour",probable,0.85,missing on site,ok,site generic
"Watercolours, Sketches and Collages",16,Arungabad Mill (sketch),2007,520x350,watercolour,407,Watercolours & Collages,India small,Aurangabad Mill,,520 x 380 mm,"Collage, Watercolour",probable,0.90,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",17,Bikaneer lake 1,2007,380x520,watercolour,409,Watercolours & Collages,India small,Bikaner lake 1,,380 x 520 mm,"Collage, Watercolour",exact,0.97,missing on site,ok,site generic
"Watercolours, Sketches and Collages",18,Bikaneer lake 2,2007,380x520,watercolour,410,Watercolours & Collages,India small,Bikaner lake 2,,380 x 520 mm,"Collage, Watercolour",exact,0.97,missing on site,ok,site generic
"Watercolours, Sketches and Collages",19,Hill Station Arungabad,2007,380x520,watercolour,411,Watercolours & Collages,India small,Hill Station Aurangabad,,380 x 520 mm,"Collage, Watercolour",exact,0.93,missing on site,ok,site generic
"Watercolours, Sketches and Collages",20,Desert with Trees,2007,380x520,watercolour,412,Watercolours & Collages,India small,Desert with Trees Bikaner,,380 x 520 mm,"Collage, Watercolour",probable,0.81,missing on site,ok,site generic
"Watercolours, Sketches and Collages",21,Pottery stall Arungabad,2007,380x520,Watercolour,417,Watercolours & Collages,India small,Pottery Stall Aurangabad,,380 x 520 mm,"Collage, Watercolour",exact,0.94,missing on site,ok,site generic
"Watercolours, Sketches and Collages",22,Pushkar sunset,2007,380x520,watercolour,413,Watercolours & Collages,India small,Pushkar Sunset,,380 x 520 mm,"Collage, Watercolour",exact,1.00,missing on site,ok,site generic
"Watercolours, Sketches and Collages",23,Taj Gardens,2007,380x520,Watercolour,415,Watercolours & Collages,India small,Taj Garden,,380 x 520 mm,"Collage, Watercolour",exact,0.95,missing on site,ok,site generic
"Watercolours, Sketches and Collages",24,Varanasi Ghats,2007,380x520,Watercolour,416,Watercolours & Collages,India small,Varanasi Gats,,380 x 520 mm,"Collage, Watercolour",exact,0.96,missing on site,ok,site generic
"Watercolours, Sketches and Collages",25,Pushkar Farmland,2007,380x520,watercolour,418,Watercolours & Collages,India small,Pushkar Farmland,,380 x 520 mm,"Collage, Watercolour",exact,1.00,missing on site,ok,site generic
"Watercolours, Sketches and Collages",26,Figures on the Beach,,390x560,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",27,Girls at Famara Washing (sketch),1986,480x340,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",28,Bathers Famara,1987,430x570,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",29,Mother and Daughter on the Beach,1998,630x480,watercolour,439,Watercolours & Collages,Lanzarote,14 Mother and Daoughter on the Beach,1998,630 x 480 mm,"Collage, Watercolour",exact,0.98,ok,ok,site generic
"Watercolours, Sketches and Collages",30,The Thorn,1985,630x480,watercolour,435,Watercolours & Collages,Lanzarote,10 The Thorn,1985,200 x 280 mm,"Collage, Watercolour",exact,1.00,ok,MISMATCH,site generic
"Watercolours, Sketches and Collages",31,Dotty Women,1998,600x420,watercolour,440,Watercolours & Collages,Lanzarote,15 Dotty Women,,600 x 420 mm,"Collage, Watercolour",exact,1.00,missing on site,ok,site generic
"Watercolours, Sketches and Collages",32,Figures on a cloudy beach,1998,430x540,watercolour,443,Watercolours & Collages,Lanzarote,18 Figures on a Cloudy Beach,1998,430 x 590 mm,"Collage, Watercolour",exact,1.00,ok,MISMATCH,site generic
"Watercolours, Sketches and Collages",33,Apostle with stone arches,1996,300x210,Pencil drawing,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",34,Diver and Dreamer (sketch),,300x210,Watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",35,Cacti and rocks,2013,300x210,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",37,Cactus and Hosepipe,2013,660x850,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",38,Camp fire,1995,210x290,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",39,Children with Pet Goats,2006,480x640,watercolour,420,Watercolours & Collages,India small,Children with Pet Goats Bikaner,,490 x 660 mm,"Collage, Watercolour",probable,0.85,missing on site,MISMATCH,site generic
"Watercolours, Sketches and Collages",40,Charcoal burner and old iron,,410x520,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",41,Dancer and harpist,1995,200x290,Watercolour & Collage,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",42,Famara Water station with male nude,,190x290,Watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",43,Family with pregnant woman,,210x290,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",44,Farm buildings and volcano,,210x290,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",45,Figures on a beach towel,,210x290,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",46,Funnel and rock formation,,500x760,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",48,Geometric shapes at night,,210x290,Watercolour and crayon,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",49,Gipsies putting up a frame tent,,280x250,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",50,Girls washing their hair,1986,680x340,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",51,Goat in a Bay with Barges,,200x300,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",52,Goats in a Bay,,200x300,Watercolour and crayon,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",53,Headless Woman on the Beach,,200x300,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",54,Hot Landscape with lovers,,430x570,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",55,La Geria with bird scares,1908,450x608,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",56,Lava flow with sunny background,1908,450x570,Watercolour and crayon,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",57,Lolita and Blue Beard,,450x570,Pen drawing and watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",58,Mother and baby on the beach,,200x290,Drawing and watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",59,Musicians no 3,,200x290,Watercolour collage,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",60,Nude in front of mirror,,300x200,Watercolour and crayon,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",61,Nude woman with Castle,,300x200,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",62,Old and Young woman at the farmhouse,,200x290,Watercolour and crayon,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",63,Pregnant woman with engraved stone,,200x290,Watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",64,Red Stone at the Bodega,,200x290,Watercolour and crayon,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",65,Rocks near Mala,,360x570,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",66,Roped abstract,,590x450,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",67,Ruins in the spring,,420x510,Watercolour collage,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",68,Seed onions,,420x510,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",69,Ruins with girls,,420x510,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",70,Step into the Future (design for Westminster sculpture competition),,350x280,Watercolour and crayon,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",71,Terracotta figurines,,300x190,Pen drawing,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",72,The Burial,,370x590,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",73,The Cockerel Sheherezade,2002,470x600,watercolour,448,Watercolours & Collages,Lanzarote,23 The Cockerel Sheherezade,2001,570 x 450 mm,"Collage, Watercolour",exact,1.00,MISMATCH,MISMATCH,site generic
"Watercolours, Sketches and Collages",74,Funnel and YOYO,,500x760,Watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",75,Two Figures in the tomato field,1986,440x570,Watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",76,Talking of history,1986,440x570,Watercolour and crayon,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",77,Vanity,,190x240,Drawing and watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",78,Woman dressing in the doorway,,530x380,Watercolour collage,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",79,Annuncios house,1989,450x590,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",80,Cactus and hose pipe,2013,660x850,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",81,Descent into the crater,2001,500x600,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",83,Famara beach purifying station,1982,390x550,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",84,Femme fatale,1987,570x420,Watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",85,Figures with a wind shield,1987,570x420,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",87,Nude with a castle Lanzarote,1987,390x560,Watercolour and crayon,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",89,From Van Gogh to Einstein,2001,,"Digital print and watercolour (Several sizes, 1 framed)",,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",90,Girls on Famara beach,1989,310x480,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",91,Hillside with figures,,440x420,Watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",92,House with Roots Papagayo,1989,370x510,Watercolour and crayon,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",93,Loops,2001,660x500,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",94,Lunar landscape Lanzarote,2001,430x510,Digital montage,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",95,Musician and dancer,,350x470,Watercolour collage,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",96,Rock formation in Mala,1998,500x670,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",97,Sky Spectacular Lanzarote,,750x560,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",98,Stone steles at Mala,1980,450x560,Watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",99,The green mine,1980,430x590,watercolour,455,Watercolours & Collages,Lanzarote,30 The green Mine,,430 x 590 mm,"Collage, Watercolour",exact,1.00,missing on site,ok,site generic
"Watercolours, Sketches and Collages",100,Stone washtub,1980,450x560,Watercolour and collage,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",101,Hello and Goodbye,1998,390x570,Watercolour collage,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",102,Water well with figures,1998,450x590,Watercolour and crayon,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",103,Camel station,,360x540,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",104,Temptations (sketch),,200x280,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",105,Chicken run,,440x630,Watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",106,Dream horse,,460x560,Watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",107,Dried plant in a sack,,470x600,Watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",108,Figures at Famara beach,,480x640,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",109,Flowers and clouds,,420x590,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",110,Garden with dead palm,,420x590,Watercolour and crayon,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",111,Guess who is coming for dinner,,470x600,Watercolour collage,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",112,Geranium in the bay,,430x670,Watercolour and crayon,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",113,La Haria with clouds,,430x670,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",114,Hills with agaves,,480x630,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",115,House on top of the hill,,480x630,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",116,Vineyard with Clouds,,450x630,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",117,Vineyard with Red Hill,,430x600,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",118,Landscape with stubble and agaves,,450x630,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",119,Lichen on the rocks,,460x620,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",120,Lichen,,460x620,watercolour,,,,,,,,unmatched,,,,
"Watercolours, Sketches and Collages",121,Mala,,450x600,watercolour,,,,,,,,unmatched,,,,
